id,nama_tempat,kategori,kota,alamat,deskripsi,lat,long
50,Kolam Renang Mugi Jaya,Taman Hiburan,Bandung,"Jl. Raya Laswi No.758, Manggungharja, Kec. Ciparay, Kabupaten Bandung","Swimming Pool Mugi Jaya adalah sebuah kolam renang atau lokasi berenang yang berlokasi di Manggungharja, Ciparay, Kabupaten Bandung, Jawa Barat.",-7.038624046,107.7220953
51,Ranca Salada Waterboom,Taman Hiburan,Bandung,"Kampung Sanding, Sindangsari, Kec. Paseh, Kabupaten Bandung","Ranca Salada Waterboom adalah arena wisata air dengan berbagai jenis kolam dan wahana serta fasilitas lainnya, tempat wisata ini terletak di Paseh, Bandung. Fasilitas yang disediakan diantaranya yaitu kolam anak dan kolam dewasa, waterboom dan water heater, panggung live musik, pemancigan, gazebo, dan arena bermain anak.",-7.072127907,107.7754167
52,Taman Miniatur Kereta Api,Taman Hiburan,Bandung,"Jl. Grand Hotel No.33E, Lembang, Kec. Lembang, Kabupaten Bandung Barat","Taman Miniatur Kereta Api dengan luas lahan sekitar 1800 meter persegi ini dibuka pada tahun 2015 silam. Taman ini berada di kawasan wisata Lembang. Taman Miniatur Kereta Api menyajikan miniatur kereta api beserta bangunannya yang lengkap dan terlihat seperti sungguhan dan hidup. Tidak hanya miniatur kereta api yang mirip dengan aslinya,  suasana alam dalam wahana kereta api ini pun dibuat seperti sungguhan.",-6.817327,107.61794
53,Kolam Renang Lebak Asri,Taman Hiburan,Bandung,"Jl. Raya Pangalengan, RT.03/RW.02, Kiangroke, Kec. Banjaran, Kabupaten Bandung","Kolam Renang Lebak Asri adalah sebuah fasilitas rekreasi yang menawarkan pengalaman berenang yang menyegarkan dan suasana yang nyaman bagi pengunjung. Kolam Renang Lebak Asri biasanya dilengkapi dengan kolam renang utama yang luas dan beberapa kolam renang anak-anak. Pengunjung dapat menikmati kegiatan berenang, bermain air, atau bersantai di sekitar kolam renang dengan teman dan keluarga. Selain itu, fasilitas lain yang mungkin tersedia di Kolam Renang Lebak Asri meliputi area berjemur, ruang ganti, dan area bersantai di sekitar kolam renang.",-7.05492356,107.5709736
54,Purnama Kencana Resort,Taman Hiburan,Bandung,"Dampit, Cicalengka, Kabupaten Bandung","Purnama Kencana Resort adalah sebuah resort yang terletak di daerah Bandung. Resort ini menawarkan pengalaman liburan yang nyaman dengan fasilitas dan pemandangan alam yang menakjubkan. Purnama Kencana Resort dikelilingi oleh alam yang hijau dan udara yang segar. Pengunjung dapat menikmati pemandangan pegunungan, perkebunan teh, atau hutan yang indah di sekitar resort ini. Resort ini menawarkan akomodasi berupa villa atau cottage dengan desain yang nyaman dan fasilitas yang lengkap untuk memastikan kenyamanan pengunjung. Selain akomodasi, Purnama Kencana Resort juga menyediakan fasilitas rekreasi dan fasilitas lainnya. Pengunjung dapat menikmati kolam renang yang menyegarkan, taman bermain anak, area piknik, atau berjalan-jalan di sekitar area resort yang alami dan tenang.",-6.970353555,107.8528312
55,Kolam Renang Karang Setra,Taman Hiburan,Bandung,"Jl. Sirnagalih KM.4,5 No.15, Gegerkalong, Kec. Sukasari, Kota Bandung","Kolam Renang Karang Setra adalah salah satu destinasi populer untuk rekreasi air di Bandung, Jawa Barat, Indonesia. Tempat ini menawarkan berbagai fasilitas dan atraksi air yang cocok untuk dikunjungi oleh keluarga, teman, dan penggemar aktivitas air. Kolam Renang Karang Setra memiliki beragam kolam renang dengan berbagai jenis permainan air seperti seluncuran air, ember tumpah, dan air mancur. Terdapat juga kolam renang anak-anak yang dirancang khusus untuk memberikan pengalaman bermain yang aman bagi anak-anak. ",-6.878714181,107.5951105
56,Palalangon Park,Taman Hiburan,Bandung,"Jl PPTK Jl. Gambung, Cibodas, Kec. Pasirjambu, Kabupaten Bandung","Palalangon Park merupakan destinasi wisata yang memiliki berbagai macam fasilitas seperti kolam renang anak & dewasa, kolam mandi busa, perahu angsa, area playground dan juga terdapat spot-spot selfie kekinian yang instagenic.",-7.11050332,107.4955421
57,Sungai Palayangan,Taman Hiburan,Bandung,"Pulosari, Kec. Pangalengan, Kabupaten Bandung","Sungai Palayangan terletak di Kawasan objek Wisata Situ Cileunca Pangalengan Kab. Bandung adalah lokasi arung jeram yang paling Populer di Kawasan Bandung Selatan karena memiliki beberapa kelebihan dibandingkan dengan sungai-sungai yang lain. Dengan kelebihannya antara lain: sumber air yang relatif stabil, tidak ada banjir bandang, rescue team yang berada di darat dan selalu siaga di jeram-jeram tertentu, membuat sungai ini bisa diarungi oleh peserta pemula dengan umur minimal 10 tahun. Di sepanjang sisi sungai,pengunjung bisa menikmati keindahan hutan pinus, perkebunan kopi milik warga lokal, dan lokasi finish di tengah-tengah perkebunan teh.",-7.1965023,107.5454594
58,Kolam Renang Cikalapa,Taman Hiburan,Bandung,"Jl. Ciluncat No.120, Bandasari, Kec. Cangkuang, Kabupaten Bandung","Kolam Renang Cikalapa adalah sebuah kolam renang yang menawarkan fasilitas kolam renang yang cocok untuk rekreasi dan bersantai bagi pengunjung. Kolam Renang Cikalapa dilengkapi dengan kolam renang utama yang luas dan beberapa kolam renang anak-anak. Pengunjung dapat menikmati kegiatan berenang, bermain air, atau bersantai di sekitar kolam renang dengan teman dan keluarga.",-7.054779217,107.537176
59,Villa Kancil Kampoeng Sunda,Taman Hiburan,Bandung,"Kampung Bojong Bubu, Jalan Raya Jl. Majalaya, Padamukti, Kec. Solokanjeruk, Kabupaten Bandung","Villa Kancil Kampoeng Sunda adalah sebuah akomodasi villa yang menawarkan pengalaman menginap yang nyaman dan suasana tradisional yang khas Jawa Barat. Villa Kancil Kampoeng Sunda didesain dengan nuansa arsitektur dan dekorasi yang kental dengan budaya Sunda. Setiap villa memiliki desain yang unik dan dilengkapi dengan fasilitas modern untuk memastikan kenyamanan tamu. Selain villa-villa yang nyaman, Villa Kancil Kampoeng Sunda juga menawarkan fasilitas lain seperti restoran yang menyajikan masakan Sunda autentik, tempat parkir, dan taman yang asri. Tamu dapat menikmati hidangan lezat sambil menikmati keindahan lingkungan sekitar.",-7.013750422,107.7666085
60,Observatorium Bosscha,Taman Hiburan,Bandung,"Jl. Peneropongan Bintang No.45, Lembang, Kec. Lembang, Kabupaten Bandung Barat","Observatorium Bosscha adalah observatorium astronomi yang terletak di Lembang, Kabupaten Bandung. Observatorium ini merupakan salah satu observatorium tertua di Indonesia dan dikenal secara internasional karena kegiatan penelitian dan pengamatannya yang berkelanjutan. Observatorium Bosscha memiliki teleskop besar dan peralatan canggih yang digunakan untuk mengamati benda langit, termasuk bintang, planet, dan galaksi. Pengunjung dapat mengunjungi observatorium ini untuk mengenal lebih jauh tentang astronomi, melihat teleskop-teropong yang digunakan dalam penelitian, serta mengikuti tur yang dipandu oleh para ahli astronomi. Selain itu, lokasi observatorium yang berada di ketinggian memberikan pemandangan yang indah dan segar dari sekitar Lembang.",-6.8246311,107.6171106
61,Lembang Park & Zoo,Taman Hiburan,Bandung,"Jl. Kolonel Masturi No.171, Sukajaya, Kec. Lembang, Kabupaten Bandung Barat","Lembang Park & Zoo adalah sebuah destinasi wisata yang populer di Lembang, Bandung. Tempat ini merupakan kombinasi antara taman rekreasi dan kebun binatang, yang menawarkan pengalaman seru bagi pengunjung dari segala usia. Lembang Park & Zoo memiliki berbagai atraksi dan wahana yang menyenangkan, seperti permainan anak-anak, wahana air, taman bunga, dan taman bermain. Pengunjung juga dapat melihat berbagai jenis hewan di kebun binatang yang terdapat di dalam kompleks ini, termasuk mamalia, burung, reptil, dan binatang eksotis lainnya.",-6.8059154,107.5919726
62,Jalan Braga,Budaya,Bandung,"Jl. Braga, Braga, Sumur Bandung, Kota Bandung","Jalan Braga adalah sebuah destinasi wisata yang menawarkan pengalaman yang unik dan nostalgic di pusat kota Bandung. Jalan ini mempesona dengan bangunan-bangunan bersejarah bergaya kolonial Belanda yang indah, seperti gedung-gedung dengan arsitektur Art Deco dan art nouveau. Selain itu, Jalan Braga juga dikenal dengan kedai-kedai kopi, restoran, bar, dan toko-toko yang menjual barang-barang antik dan suvenir",-6.9150534,107.6089842
63,Gedung Sate,Budaya,Bandung,"Jl. Diponegoro No.22, Citarum, Kec. Bandung Wetan, Kota Bandung","Gedung Sate adalah sebuah ikon arsitektur yang terletak di Bandung, Jawa Barat. Bangunan ini terkenal karena desainnya yang unik dan menarik, dengan menara utama yang dihiasi dengan tusuk sate. Gedung Sate dulunya merupakan kantor pemerintahan Hindia Belanda dan saat ini menjadi kantor Gubernur Jawa Barat. Selain menjadi pusat administrasi, Gedung Sate juga menjadi objek wisata yang populer di Bandung. Pengunjung dapat mengagumi keindahan arsitektur kolonialnya, serta menikmati keindahan taman di sekitar gedung",-6.9024812,107.61881
64,Museum Geologi Bandung,Budaya,Bandung,"Jl. Diponegoro No.57, Cihaur Geulis, Kec. Cibeunying Kaler, Kota Bandung","Museum Geologi Bandung adalah sebuah destinasi yang menawarkan pengetahuan yang mendalam tentang geologi dan kekayaan alam Indonesia. Terletak di Bandung, museum ini menyajikan koleksi yang kaya dan beragam, termasuk fosil-fosil langka, mineral, batuan, serta replika-replika spesies prasejarah. Pengunjung dapat menjelajahi berbagai ruang pameran yang interaktif dan informatif, yang menjelaskan proses terbentuknya bumi, letusan gunung berapi, pergeseran tektonik, dan banyak lagi. Museum Geologi Bandung juga menawarkan pengalaman edukatif dengan program tur dan lokakarya, serta fasilitas laboratorium untuk penelitian",-6.9007162,107.6214553
65,Museum Konferensi Asia Afrika,Budaya,Bandung,"Jl. Asia Afrika No.65, Braga, Kec. Sumur Bandung, Kota Bandung","Museum Konferensi Asia Afrika adalah destinasi wisata yang mempersembahkan perjalanan sejarah yang mengesankan mengenai pergerakan dan kerjasama negara-negara Asia dan Afrika. Terletak di Bandung, museum ini menghadirkan pameran yang informatif dan inspiratif tentang Konferensi Asia-Afrika pertama yang diadakan pada tahun 1955. Pengunjung dapat mengeksplorasi ruang pameran yang menampilkan dokumentasi, artefak, foto, dan lukisan yang menggambarkan perjuangan dan pencapaian dalam mengatasi kolonialisme serta memperjuangkan kemerdekaan dan persatuan di kawasan Asia dan Afrika",-6.9211092,107.609597
66,Museum Sri Baduga,Budaya,Bandung,"Jl. BKR No.185, Pelindung Hewan, Kec. Astanaanyar, Kota Bandung","Museum Sri Baduga adalah destinasi wisata yang mengungkapkan warisan budaya dan sejarah Sunda di Bandung, Jawa Barat. Terletak di kompleks Gedung Sate, museum ini menampilkan koleksi yang kaya, termasuk artefak-artefak bersejarah, patung, senjata tradisional, pakaian adat, dan berbagai benda lain yang menggambarkan kehidupan dan kebudayaan Sunda. Pengunjung dapat menjelajahi ruang pameran yang interaktif dan informatif, yang menyoroti kekayaan adat dan kehidupan masyarakat Sunda sejak zaman prasejarah hingga masa kini. Museum Sri Baduga juga menyajikan pertunjukan seni, lokakarya, dan acara budaya yang memperkaya pengalaman wisatawan",-6.9375748,107.603775
67,Amazing Art World,Budaya,Bandung,"Jl. Dr. Setiabudi No.293-295, Isola, Kec. Sukasari, Kota Bandung",Amazing Art World adalah sebuah destinasi yang mempersembahkan pengalaman unik dalam dunia seni dan lukisan ilusi optik. Tempat ini menampilkan galeri-galeri seni yang menakjubkan dan penuh warna yang dirancang secara kreatif untuk menciptakan efek visual yang membingungkan dan memukau. Pengunjung dapat berinteraksi dengan lukisan-lukisan 3D dan ilusi optik yang memberikan kesan seolah-olah mereka berada di dalam lukisan tersebut,-6.8516591,107.5955534
68,Kampung Korea Bandung,Budaya,Bandung,"Jl. Banten No.7, Kebonwaru, Kec. Batununggal, Kota Bandung","Kampung Korea Bandung adalah sebuah kompleks yang menawarkan pengalaman yang mendalam tentang budaya dan kehidupan Korea di tengah kota Bandung. Tempat ini dirancang dengan gaya arsitektur tradisional Korea, lengkap dengan bangunan berwarna-warni, gerbang tradisional, dan taman yang indah. Pengunjung dapat menjelajahi berbagai toko, restoran, dan kafe yang menjual makanan, barang, dan produk-produk Korea. Selain itu, Kampung Korea Bandung juga sering mengadakan berbagai acara dan pertunjukan budaya Korea, seperti tarian tradisional, musik, dan festival kuliner. Pengunjung juga dapat mengenakan hanbok (pakaian tradisional Korea). ",-6.9154546,107.640769
69,Museum Barli,Budaya,Bandung,"Jl. Prof. Dr. Sutami No.91, Sukarasa, Kec. Sukasari, Kota Bandung","Museum Barli adalah sebuah museum seni yang didedikasikan untuk menghormati dan mengenang kehidupan serta karya seniman Indonesia terkemuka, Barli Sasmitawinata. Terletak di Bandung, museum ini merupakan rumah bagi koleksi pribadi Barli Sasmitawinata yang terdiri dari lukisan-lukisan, patung, karya seni grafis, dan berbagai karya seni lainnya. Pengunjung dapat menjelajahi ruang pameran yang menggambarkan perjalanan seni Barli Sasmitawinata dan menelusuri perkembangan gaya seninya dari masa ke masa. ",-6.8782387,107.5875349
70,Situs Mata Air Cikahuripan,Budaya,Bandung,"JalanLamboy Budi Asih, Gunungleutik, Kec. Ciparay, Kabupaten Bandung","Situs Mata Air Cikahuripan adalah sebuah tempat wisata alam yang terkenal dengan mata air yang jernih dan segar yang memancar dari dalam tanah. Airnya sangat bersih dan dapat diminum langsung oleh pengunjung. Mata Air Cikahuripan memiliki suasana yang tenang dan damai, dikelilingi oleh pemandangan alam yang indah. Di sekitar area ini, terdapat pepohonan hijau dan vegetasi yang melimpah, memberikan nuansa yang asri dan nyaman. Selain itu, di sekitar Situs Mata Air Cikahuripan terdapat area piknik yang bisa digunakan untuk bersantai dan menghabiskan waktu bersama keluarga atau teman-teman",-7.042395196,107.7075131
71,Rumah Adat Cikondang,Budaya,Bandung,"Lamajang, Kec. Pangalengan, Kabupaten Bandung","Rumah Adat Cikondang terletak di Kampung Cikondang, Kelurahan Lamajang, Kecamatan Pangalengan, Kabupaten Bandung. Kampung adat tersebut telah ada sejak abad ke 17 silam. Kampung Adat Cikondang ini merupakan permukiman dengan arsitektur rumah tradisional yang berdiri di atas tanah seluas 3 hektare",-7.128153966,107.551035
72,Monumen Bandung Lautan Api,Budaya,Bandung,"Jl. BKR, Ciateul, Kec. Regol, Kota Bandung","Monumen Bandung Lautan Api adalah sebuah monumen bersejarah yang mengabadikan peristiwa bersejarah yang terjadi pada masa perjuangan kemerdekaan Indonesia di Kota Bandung. Terletak di Kota Bandung, monumen ini dibangun sebagai simbol penghormatan kepada para pejuang yang berjuang melawan penjajah pada pertempuran Bandung Lautan Api pada 23 Maret 1946. Monumen ini menampilkan patung-patung pahlawan yang melambangkan semangat perjuangan dan pengorbanan para pejuang",-6.9338497,107.604925
73,Monumen Perjuangan Rakyat Jawa Barat,Budaya,Bandung,"Jl. Dipati Ukur No.48, Lebakgede, Kecamatan Coblong, Kota Bandung","Monumen Perjuangan Rakyat Jawa Barat adalah sebuah monumen yang didedikasikan untuk menghormati perjuangan dan pengorbanan rakyat Jawa Barat dalam perjuangan kemerdekaan Indonesia. Terletak di Kota Bandung, monumen ini menjadi simbol semangat dan keberanian rakyat Jawa Barat dalam menghadapi penjajah dan berjuang untuk kemerdekaan. Monumen ini menampilkan patung-patung pahlawan dan adegan-adegan yang menggambarkan momen penting dalam sejarah perjuangan Jawa Barat",-6.8934327,107.6185513
74,Museum Pos Indonesia,Budaya,Bandung,"Jl. Cilaki No.73, Citarum, Bandung Wetan, Bandung","Museum ini tidak hanya menampilkan perangko tetapi juga benda-benda pos lainnya seperti timbangan surat dan sepeda pak pos juga turut dipamerkan. Perkembangan baju dinas serta peralatan pos dari zaman kolonial hingga sekarang. Di museum ini terdapat ruang yang memamerkan surat emas, surat dari berbagai raja-raja nusantara kepada para Komandan dan Jendral Belanda. Surat emas menjadi catatan sejarah perkembangan surat di tanah air. Melalui surat-surat ini, kita bisa melihat cara komunikasi raja-raja di nusantara dengan para penjajah.",-6.902013,107.6197787
75,Museum Mandala Wangsit Siliwangi,Budaya,Bandung,"Jl. Lembong No.38, Braga, Kec. Sumur Bandung, Kota Bandung,","Museum Mandala Wangsit Siliwangi adalah sebuah destinasi wisata yang menggambarkan sejarah perjuangan rakyat Jawa Barat dalam perjuangan kemerdekaan Indonesia. Terletak di Bandung, museum ini menawarkan pengalaman yang informatif dan emosional melalui koleksi-koleksi yang dipamerkan, termasuk foto-foto, artefak, senjata, dan dokumentasi sejarah. Pengunjung dapat menjelajahi ruang pameran yang didesain dengan baik, yang memperlihatkan peristiwa-peristiwa penting dan pengorbanan pahlawan-pahlawan dalam perjuangan tersebut",-6.9173405,107.6112627
76,Taman Budaya Jawa Barat,Budaya,Bandung,"Jl. Bukit Dago Selatan No.53 A, Dago, Kecamatan Coblong, Kota Bandung","Taman Budaya Jawa Barat adalah sebuah kompleks budaya yang terletak di Bandung, Jawa Barat. Tempat ini menjadi pusat kegiatan seni dan budaya Jawa Barat, menyajikan beragam pertunjukan, pameran, dan acara budaya. Dengan luas area yang luas, Taman Budaya Jawa Barat menawarkan berbagai fasilitas seperti gedung pertunjukan, panggung terbuka, galeri seni, dan area taman yang indah. Pengunjung dapat menikmati pertunjukan seni tradisional Jawa Barat, seperti tari, musik, teater, dan seni rupa. Selain itu, tempat ini juga sering menjadi lokasi acara festival budaya, pameran seni, dan lokakarya yang melibatkan komunitas seniman lokal maupun internasional",-6.870099,107.6164386
